Location				Name
002823f8				_multiply
00275930				_nextBit
00275b70				_nextHeader
00275a98				_nextStartCode
00276578				_outputFrame
002704d8				_pack_header
002756e0				_peepBit
00270698				_PES_packet
00275e18				_pictureCodingExtension
00274610				_pictureData0
002762f8				_pictureDisplayExtension
00275c98				_pictureHeader
002723a0				_pictureSpatialScalableExtension
002723b0				_pictureTemporalScalableExtension
00282628				_pow5mult
00283b70				_print
00285100				_printf
0027bb68				_printf_r
00276248				_quantMatrixExtension
00282e30				_ratio
00283350				_read_r
0027bc68				_realloc_r
00271b10				_RefImageInit
00286468				_request_bind
00286658				_request_call
002861a8				_request_end
00286260				_request_rdata
002733f0				_ri0_000
00273540				_ri0_001
002736c0				_ri0_010
00273870				_ri0_011
00273a18				_ri0_100
00273bb0				_ri0_101
00273d78				_ri0_110
00273f70				_ri0_111
00273378				_rix_000
00273488				_rix_001
00273610				_rix_010
00273778				_rix_011
00273970				_rix_100
00273ac8				_rix_101
00273c98				_rix_110
00273e48				_rix_111
001000c0				_root
00282130				_s2b
0027c1d8				_sbrk_r
002886b0				_sceCallCode
00268360				_sceCd_cd_callback
00268598				_sceCd_cd_read_intr
00268b68				_sceCd_ncmd_prechk
002687c0				_sceCd_Poff_Intr
00268e80				_sceCd_scmd_prechk
00286f60				_sceFs_Rcv_Intr
00286e08				_sceFsIobSemaMK
00287320				_sceFsSemInit
002873a0				_sceFsSigSema
00287370				_sceFsWaitS
002840c8				_sceIDC
00271780				_sceMpegFlush
00286118				_sceRpcFreePacket
00286138				_sceRpcGetFPacket
00286168				_sceRpcGetFPacket2
00286070				_sceRpcGetPacket
00283f88				_sceSDC
00285cd0				_sceSifCmdIntrHdlr
0028b0c0				_sceSifLoadElfPart
0028ae58				_sceSifLoadModule
0028a848				_sceSifLoadModuleBuffer
00285b18				_sceSifSendCmd
0026fd68				_sdrCB
0026fd00				_sdrCBThread
00286418				_search_svdata
00266ed0				_send_to_iop
00271a38				_sendDataToIPU
002753a0				_sendIpuCommand
002722e0				_sequenceDisplayExtension
00272178				_sequenceExtension
00271b30				_sequenceHeader
00272380				_sequenceScalableExtension
00285760				_set_sreg
002720b8				_setDefaultQM
00281ae0				_setlocale_r
00274a60				_skipMB0
00274860				_slice0
00274738				_sliceA0
00275b00				_sliceB
0027c238				_sprintf_r
00100008				_start
0027cdf0				_strtod_r
0027dd48				_strtol_r
002778c0				_sysbitFlush
00277958				_sysbitGet
00277868				_sysbitInit
002779f0				_sysbitJump
002779a8				_sysbitMarker
002778a0				_sysbitNext
00277a48				_sysbitPtr
00270628				_system_header
0026fe48				_type2id
00282a98				_ulp
00272390				_unknown_extension
00276630				_updateRefImage
00276080				_updateTempTackData
0027e188				_vfprintf_r
00274170				_waitBdecOut
002753d0				_waitIpuIdle
00275478				_waitIpuIdle64
00283118				_write_r
0026b1b0				acos
002252c0				ACos
002251f0				ACos360f
00261e40				AddAnimDebris
001df940				AddAward
0022f090				AddBalloon
00261d38				AddBugLight
00189890				AddChunkControlToStack
0016efa0				AddClipPoint
00182098				AddCollisionSphere
001fb928				AddCrate
001f9930				AddCrateExplosion
001d1630				AddCreature
001debf8				AddCross
0024b078				AddDeb3
0024aa60				AddDeb3Ang
00188df8				AddDebEff
00187088				AddDebrisEffect
00189f20				AddDebrisEffectToStack
002834f0				AddDmacHandler
00283500				AddDmacHandler2
001fc470				AddExtraLife
00188f00				AddFiniteShotDebrisEffect
001f37f8				AddFlyingWumpa
00262ea0				AddGameDebris
00262f60				AddGameDebrisMtx
00262ef8				AddGameDebrisRot
00204490				AddGameObject
00220640				AddGliderBomb
0020c398				AddGliderBullet
0021f9b8				AddGliderHitPoints
002834c0				AddIntcHandler
002834d0				AddIntcHandler2
002834c0				AddIntcHandler2
001e2e90				AddKaboom
001f3058				AddMaskFeathers
00263090				AddMechanicalDebris
00242238				AddPanelDebris
001cf328				AddParticle
001820e8				AddPickupTerr
001558c8				AddPointDataToPacket
002019f8				AddProjectile
001f9538				AddQuad3DrotXYZ
00223628				AddRock
0021e2e0				AddRockVel
00283460				AddSbusIntcHandler
001f3970				AddScreenWumpa
00243240				AddSpacesIntoText
00156510				AddStripTri
001e5bc0				AddTempWumpa
00188f70				AddVariableShotDebrisEffect
00189080				AddVariableShotDebrisEffectMtx
00186a58				AddVariableShotDebrisEffectMtx2
00263018				AddWarpDebris
002190e8				AdjustAtlasRotations
00239d50				AdjustPosY
001f3b50				AheadOfCheckpoint
001828c8				AllocTerrId
0021e830				AllRoksSkyward
001f4120				AnglesBetweenPoints
0025a758				AnimateATLASPHERE
002551a0				AnimateCOCO
00254118				AnimateCRASH
0025ab40				AnimateDIVE
0025a708				AnimateDROPSHIP
00256c48				AnimateFIREENGINE
0022f750				AnimateForLightsEnemyJeep
0022f828				AnimateForLightsEnemyJeeps
0025a648				AnimateGLIDER
00257788				AnimateGYRO
0025a7e0				AnimateJEEP
001e5de8				AnimateMask
002567c0				AnimateMECH
0025a5f0				AnimateMINECART
00259708				AnimateMINETUB
0025a818				AnimateMOSQUITO
0025a4b8				AnimateOFFROADER
0025a420				AnimateSCOOTER
00255a18				AnimateSNOWBOARD
0025a590				AnimateSUBMARINE
0025a318				AnimateSWIMMING
00164b58				animateWater
001647e8				animateWaterTables
0025dc30				AppCutSceneCharacterRender
00260af0				AppCutSceneFindCharacters
00224268				ApplyFriction
00204da8				ApplyVisiTable
00225218				ASin
00224080				ASin360f
0026f068				atan
0026b2a0				atan2
0027aef0				atof
0027af10				atoi
001f6800				AttackCrate
001c57a8				audioDecBeginPut
001c5688				audioDecCreate
001c5770				audioDecDelete
001c53b8				audioDecEndPut
001c5858				audioDecIsPreset
001c5988				audioDecPause
001c58e0				audioDecReset
001c5a10				audioDecResume
001c54d0				audioDecSendToIOP
001c5870				audioDecStart
0022fd40				BalloonHitFireBoss
00225750				BestGuessActualsJeep
001d9d88				BestRailPosition
001cabb8				BGLoad
001cbd28				BGLoadCutMovie
001cf058				BGLoadCutScene
0025db90				BGLoadEnd
0025daa0				BGLoadInit
001cf000				BGLoadLevel
001caa78				BGLoadScreenInit
001cc120				BGLoadSfx
001cf0b0				BGLoadSfxFn
0025db00				BGLoadStart
0025da48				BGSuspendMain
0023e6f0				BigOutOf
00163060				BilinearExpand
00162b78				Blend16Pixels
001de9a0				BlendGameCamera
0022f620				BlendNUVECs
00165098				BlockConv4to32
00165f48				BlockConv8to32
001ef4e8				BonusTiming
001eeb88				BonusTransporter
0021fd98				BossBar
001fa908				BreakCrate
001452e0				buildBitCountTable
002051c0				BuildVisiTable
00145988				CalcDimsAddFaceOn
001ee638				CalculateGamePercentage
001ad9b8				CalculateLocatorDirection
00248220				CalculateSingleLightProportion
00189728				CameraEmitterDistance
00283730				CancelWakeupThread
0016ef48				caseD_16ef48
00268278				CB_DelayTh
00196f98				cbCancelChangeETimeMenu
00197288				cbCancelChangeFileNameMenu
001951d0				cbCancelChangeGenRateMenu
00196eb8				cbCancelChangeNameMenu
00197010				cbCancelConfirmMenu
00246b30				cbCancelDoubleMenu
00195600				cbCancelEffectListMenu
00246b58				cbCancelGlbMenu
00196c18				cbCancelMemCardMenu
00195508				cbCancelMessageMenu
001951f8				cbChangeETimeMenu
00197260				cbChangeFileName
00196740				cbChangeFileNameMenu
0018c298				cbChangeGenRateMenu
00196e70				cbChangeName
00194b90				cbChangeNameMenu
00195a40				cbChangeNumCollSpheres
00196fc0				cbConfirmMenuNo
002467f8				cbDoubleMenu
0018ca50				cbEffectListMenu
001913d8				cbFileLoadEffects
00190288				cbFileSaveEffects
00246948				cbGlbMenu
001c16a8				cbgpcfgAdd
001c1858				cbgpcfgCopy
001c1970				cbgpcfgCPPress
001c17b0				cbgpcfgDel
001c1898				cbgpcfgPaste
001c1be8				cbGradChange
001b7de0				cbmcfgCameraSpeed
001b7dc0				cbmcfgCancel
00197300				cbMemCardCancelDeleteEffectsMenu
001972b0				cbMemCardCancelLoadEffectsMenu
001972d8				cbMemCardCancelMergeEffectsMenu
00192f68				cbMemCardDeleteEffects
00196ac8				cbMemCardDeleteEffectsMenu
00197160				cbMemCardErase
00196630				cbMemCardEraseConfirm
00192940				cbMemCardLoadEffects
00196828				cbMemCardLoadEffectsMenu
00193110				cbMemCardMenu
00192de8				cbMemCardMergeEffects
00196978				cbMemCardMergeEffectsMenu
00191dc8				cbMemCardSaveEffects
00191fe0				cbMemCardSaveEffectTypes
001b7d68				cbMMCancel
001b7d70				cbMMEditorConfig
001b7d30				cbMMRegSel
001b7db0				cbMMReturnToApp
001cee48				cbPlayVideo
0018b9e8				cbPtlAddEffect
00195b88				cbPtlApplyCollEnv
0018b2e0				cbPtlApplyGrad
00195338				cbPtlApplyJib
0018c7e0				cbPtlApplyRot
0018c608				cbPtlApplySize
00196d60				cbPtlCancel
00196020				cbPtlCancelCollMenu
001959b0				cbPtlCancelColMenu
001960b0				cbPtlCancelCutOffMenu
00196c68				cbPtlCancelDataMenu
00196c90				cbPtlCancelEmitMenu
001965b8				cbPtlCancelEmitTimeMenu
001965e0				cbPtlCancelEmitVelMenu
00196608				cbPtlCancelGravMenu
00196cb8				cbPtlCancelGSortMenu
001959e0				cbPtlCancelJibMenu
00196080				cbPtlCancelRotMenu
00196048				cbPtlCancelSizeMenu
00197138				cbPtlCancelSScaleMenu
00196380				cbPtlCancelTextureMenu
00195988				cbPtlCancelTypeMenu
001960d8				cbPtlCancelVarEmitMenu
00196100				cbPtlCancelVarStartMenu
00194fe8				cbPtlChangeCutOff
00195068				cbPtlChangeCutOn
001950e8				cbPtlChangeDrawCutOff
00194e88				cbPtlChangeEmitVel
00196f20				cbPtlChangeETime
00195150				cbPtlChangeGenRate
00194af8				cbPtlChangeGrav
001964b8				cbPtlChangeIvalOff
00196538				cbPtlChangeIvalOffRan
001963b8				cbPtlChangeIvalOn
00196438				cbPtlChangeIvalOnRan
00197120				cbPtlChangeSScale
00196208				cbPtlChangeTextureSelect
00194ef0				cbPtlChangeX
0018bd48				cbPtlChangeY
0018bf28				cbPtlChangeZ
0018dee8				cbPtlCollMenu
0018d178				cbPtlColMenu
0018bb90				cbPtlCopyEffect
0018c400				cbPtlCopySize
0018e7f0				cbPtlCutOffMenu
00193760				cbPtlDataMenu
00195ab0				cbPtlDefaultCollEnv
0018b7f8				cbPtlDeleteEffect
001939d8				cbPtlEmitMenu
0018f648				cbPtlEmitTimeMenu
0018f8d0				cbPtlEmitVelMenu
0018fa38				cbPtlGravMenu
00193cc0				cbPtlGSortMenu
0018d4a8				cbPtlJibMenu
0018e530				cbPtlRotMenu
00195440				cbPtlSelGCode
0018c940				cbPtlSelGSort
00196318				cbPtlSelTextureType
001953f8				cbPtlSelType
0018e138				cbPtlSizeMenu
00196ce0				cbPtlSnapToggle
00196128				cbPtlSScaleMenu
0018f470				cbPtlTextureMenu
0018f2d8				cbPtlTextureSelectMenu
0018cff0				cbPtlTypeMenu
0018ea18				cbPtlVarEmitMenu
0018eee8				cbPtlVarStartMenu
001c1b98				cbSel
00246a98				cbSelDoubleType
00195530				cbSelEffectList
00244e18				cbSelGlbType
001c1ba8				cbSubMenu
002686d0				cdvd_exit
001d1310				ChangeCharacter
001c5ce8				changeInputVolume
00283670				ChangeThreadPriority
0025cff8				ChaseActive
0022f188				CheckAgainstFireBoss
00223828				CheckAgainstRocks
00219f30				CheckAtlasGround
00223350				CheckAtlasVortex
00175b00				CheckCylinder
001e3b78				CheckFinish
0020f218				CheckForPotentialMidAirCollisions
00259a08				CheckGates
00210130				CheckGliderCollisions
001af1a0				CheckParentedTriggerWithPos
00252c50				CheckPlayerEvents
00259d18				CheckRings
00112050				CheckRndrStream
00176260				CheckSphere
00176418				CheckSphereTer
001af520				CheckUnparentedTriggerWithPos
001f47c8				CleanLetters
00204408				ClearGameObjects
001c5d30				clearGsMem
0016f718				ClipDrawTriangle
00127e60				ClipLinePoint
0016f1d0				ClipPolygon
001f35c8				ClockOff
00283e20				close
00251840				CloseClouds
001fb900				CloseCrates
001d9310				CloseCreatures
0025e530				CloseCutMovie
001cf300				CloseParticles
001cef58				ClosePauseRender
00158dd8				CloseSkinning
00251878				CloudFxInit
002501c8				cloudInit
00251818				cloudProcess
00250388				cloudRender
00268638				cmd_sem_init
0024ed78				CoalBreak
0024ed10				CoalSpark
00211638				CollideGliderBombs
0020c560				CollideGliderBullets
002176a0				CollidePlayerPoint
00213780				CollideWithBattleShip
00220088				CollideWithBattleShips
001da3b0				ComplexRailPosition
00218c90				ControlAtlas
00206718				ControlGlider
002062d8				ControlGliderWeatherBoss
00225420				ControlledDist
00165758				Conv4to32
00165a18				Conv8to32
001f5e90				ConvertCrateData
00284438				Copy
001c7850				copy2area
0026f8e8				copysign
0026ad48				cos
00224db8				Cos360f
002216b8				CountAsteroids
00204d30				CountGameObjects
00283a70				CpuConfig
001c7720				cpy2area
00182280				CrashDataPtr
001fbfb8				CrateAbove
001fc0d8				CrateBelow
001fa3f0				CrateBottomAbove
001f72a8				CrateBounceReaction
001fe470				CrateCollisions
001fcab0				CrateInSlot
001fc310				CrateInTheWay
001f6ac0				CrateOff
001fc388				CrateOnTop
001fb0e8				CrateRayCast
001fb3e8				CrateSafety
001fa1b8				CrateTopBelow
0016d5d0				CrcChain
00184f60				CreateAlphaBlendTexture256
001a0b90				CreateAlphaBlendTexture256_32
001a0d38				CreateAlphaBlendTexture64
001a0fc8				CreateAlphaBlendTexturewh_32
00189bb0				CreateCopyMat
0016e880				CreateDmaPartEffectList
0016eab0				CreateDmaParticleSet
001cebb8				CreateFadeMtl
00197328				CreateMessageMenu
002837e0				CreateSema
001a87f8				CreateSpecialTerrainData
0011a8f0				CreateStateBlock
001a0eb0				CreateSubtractiveTexture
001bdd38				CreateTestMenu
002835e0				CreateThread
00204108				CreatureRayCast
00203f50				CreatureTopBelow
00224410				CrossProduct
0017cbd8				CubeImpact
0022b9c8				CurrentWesternPosition
00260cf0				CutSceneEndFunction
00260d48				CutSceneNextFunction
00260e18				CutSceneNextLogoFunction
0027f6a0				cvt
00148118				CvtNodes
00146b40				CvtNuIFFAnimationLibrary
0014c5e0				CvtNuIFFFaceOnGeom
0014c478				CvtNuIFFGeom
00145a90				CvtNuIFFGeomDef
001461a0				CvtNuIFFGeomPrim
001464a8				CvtNuIFFGeomTri
00146718				CvtNuIFFGeomTriStrip
001475a8				CvtNuIFFGScene
001469d8				CvtNuIFFInstSet
0014c6c8				CvtNuIFFNodeHierarchy
001470d0				CvtNuIFFScene
00145880				CvtNuIFFSplineSet
001453a8				CvtNuIFFTexAnimSet
001454f8				CvtNuIFFTextureSet
001fcbb8				CylinderCuboidOverlapXZ
00204688				CylinderCylinderOverlapXZ
0014a050				DbgBlkType
00207b20				DeadGliderCoco
00220b48				DeadGliderWB
0016e828				DeadZoneValue
001ef7e0				DeathTransporter
00189d70				DebAlloc
001864a8				DebFree
001867c8				DebFreeInstantly
00189e18				DebFreeWithoutKey
00189190				DebReAlloc
00185f90				DebReAlloc2
001877f0				Debris
00188b30				DebrisCollisionCheck
00189f50				DebrisDoSounds
00187558				DebrisDraw
00189588				DebrisEmiterPos
00189490				DebrisEmitterOrientation
00189e60				DebrisEmitterOrientationMtx
00189758				DebrisFindAllOfType
00188ea0				DebrisOff
00188ed0				DebrisOn
001891f0				DebrisOrientation
001892e8				DebrisOrientationMtx
001893a8				DebrisPosOrientationMtx
001895c0				DebrisReflectionOrientation
00189720				DebrisRegisterCutoffCameraVec
00189650				DebrisSetGroupID
001896a0				DebrisSetRenderGroup
00189610				DebrisSetTrigger
00189680				DebrisSetup
00186950				DebrisStartOffset
001afba0				DebugRenderTriggers
001ab9d0				DebugRndrEmitter
001c6b78				decBs0
00283c10				Deci2Call
00284e20				deci2Putchar
001f33b8				DefaultGame
001ee3f8				DefaultTimeTrialNames
0017e098				DeletePlatinst
002837f0				DeleteSema
002835f0				DeleteThread
00182798				DerotateMovementVector
00172ba8				DeRotatePoint
001727f8				DeRotateTerrain
00130878				DeRotateVectorAngles
